"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
210,"Dogville",2003,178,"Lars von Trier","Lars von Trier",60,8,NA,1498177,"Lions Gate Films","Nicole Kidman","Harriet Andersson","Lauren Bacall","Jean-Marc Barr",20,30,"Drama","English","Denmark"
210,"Dogville",2003,178,"Lars von Trier","Lars von Trier",60,8,NA,1498177,"Lions Gate Films","Nicole Kidman","Harriet Andersson","Lauren Bacall","Jean-Marc Barr",20,30,"Drama","English","UK"
211,"Dead Poets Society",1989,128,"Peter Weir","Tom Schulman",79,8,NA,NA,"Buena Vista Pictures","Robin Williams","Robert Sean Leonard","Ethan Hawke","Josh Charles",19,19,"Comedy","English","USA"
211,"Dead Poets Society",1989,128,"Peter Weir","Tom Schulman",79,8,NA,NA,"Buena Vista Pictures","Robin Williams","Robert Sean Leonard","Ethan Hawke","Josh Charles",19,19,"Comedy","Latin","USA"
211,"Dead Poets Society",1989,128,"Peter Weir","Tom Schulman",79,8,NA,NA,"Buena Vista Pictures","Robin Williams","Robert Sean Leonard","Ethan Hawke","Josh Charles",19,19,"Drama","English","USA"
211,"Dead Poets Society",1989,128,"Peter Weir","Tom Schulman",79,8,NA,NA,"Buena Vista Pictures","Robin Williams","Robert Sean Leonard","Ethan Hawke","Josh Charles",19,19,"Drama","Latin","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Drama","English","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Drama","Spanish","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Thriller","English","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Thriller","Spanish","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Western","English","USA"
212,"High Noon",1952,85,"Fred Zinnemann","Carl Foreman ",89,8,NA,NA,"United Artists","Gary Cooper","Thomas Mitchell","Lloyd Bridges","Katy Jurado",17,10,"Western","Spanish","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Biography","English","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Biography","English","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Biography","Spanish","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Biography","Spanish","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Crime","English","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Crime","English","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Crime","Spanish","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Crime","Spanish","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Drama","English","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Drama","English","USA"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Drama","Spanish","France"
213,"Papillon",1973,151,"Franklin J. Schaffner","Dalton Trumbo ",NA,8,NA,NA,"Twentieth Century Fox Home Entertainment","Steve McQueen","Dustin Hoffman","Victor Jory","Don Gordon",2,2,"Drama","Spanish","USA"
214,"A Streetcar Named Desire",1951,122,"Elia Kazan","Tennessee Williams ",NA,8,NA,NA,"Warner Bros. Pictures","Vivien Leigh","Marlon Brando","Kim Hunter","Karl Malden",17,15,"Drama","English","USA"
214,"A Streetcar Named Desire",1951,122,"Elia Kazan","Tennessee Williams ",NA,8,NA,NA,"Warner Bros. Pictures","Vivien Leigh","Marlon Brando","Kim Hunter","Karl Malden",17,15,"Drama","Spanish","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Comedy","English","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Comedy","German","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Crime","English","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Crime","German","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Thriller","English","USA"
215,"Arsenic and Old Lace",1944,118,"Frank Capra","Julius J. Epstein ",NA,8,NA,NA,"Warner Bros. Pictures","Cary Grant","Priscilla Lane","Raymond Massey","Jack Carson",0,1,"Thriller","German","USA"
216,"Sin City",2005,124,"Frank Miller, Robert Rodriguez, Quentin Tarantino","Frank Miller ",74,8,NA,NA,"Dimension Films","Jessica Alba","Devon Aoki","Alexis Bledel","Powers Boothe",33,51,"Crime","English","USA"
216,"Sin City",2005,124,"Frank Miller, Robert Rodriguez, Quentin Tarantino","Frank Miller ",74,8,NA,NA,"Dimension Films","Jessica Alba","Devon Aoki","Alexis Bledel","Powers Boothe",33,51,"Thriller","English","USA"
217,"The Hustler",1961,134,"Robert Rossen","Sidney Carroll ",NA,8,NA,NA,"Fox","Paul Newman","Jackie Gleason","Piper Laurie","George C. Scott",13,20,"Drama","English","USA"
217,"The Hustler",1961,134,"Robert Rossen","Sidney Carroll ",NA,8,NA,NA,"Fox","Paul Newman","Jackie Gleason","Piper Laurie","George C. Scott",13,20,"Sport","English","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Comedy","English","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Comedy","Italian","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Music","English","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Music","Italian","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Musical","English","USA"
218,"A Night at the Opera",1935,96,"Sam Wood, Edmund Goulding","George S. Kaufman ",NA,8.1,NA,NA,"MGM","Groucho Marx","Chico Marx","Harpo Marx","Kitty Carlisle",1,0,"Musical","Italian","USA"
219,"The Killing",1956,85,"Stanley Kubrick","Stanley Kubrick ",NA,8,NA,NA,"United Artists","Sterling Hayden","Coleen Gray","Vince Edwards","Jay C. Flippen",0,0,"Crime","English","USA"
219,"The Killing",1956,85,"Stanley Kubrick","Stanley Kubrick ",NA,8,NA,NA,"United Artists","Sterling Hayden","Coleen Gray","Vince Edwards","Jay C. Flippen",0,0,"Drama","English","USA"
219,"The Killing",1956,85,"Stanley Kubrick","Stanley Kubrick ",NA,8,NA,NA,"United Artists","Sterling Hayden","Coleen Gray","Vince Edwards","Jay C. Flippen",0,0,"Film","English","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Action","English","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Action","Russian","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Action","Hindi","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Sci","English","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Sci","Russian","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Sci","Hindi","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Fi","English","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Fi","Russian","USA"
220,"The Avengers",2012,143,"Joss Whedon","Joss Whedon ",69,8.1,NA,623279547,"Walt Disney Pictures","Robert Downey Jr.","Chris Evans","Mark Ruffalo","Chris Hemsworth",37,80,"Fi","Hindi","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Drama","English","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Drama","French","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Drama","Portuguese","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Film","English","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Film","French","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Film","Portuguese","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Noir","English","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Noir","French","USA"
221,"Notorious",1946,101,"Alfred Hitchcock","Ben Hecht",NA,8,NA,NA,"RKO Radio Pictures","Cary Grant","Ingrid Bergman","Claude Rains","Louis Calhern",3,3,"Noir","Portuguese","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Comedy","English","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Comedy","Spanish","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Comedy","Latin","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Drama","English","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Drama","Spanish","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Drama","Latin","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Fantasy","English","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Fantasy","Spanish","USA"
222,"Harvey",1950,104,"Henry Koster","Mary Chase ",NA,8,NA,NA,"MCA Universal Home Video","Wallace Ford","William H. Lynn","Victoria Horne","Jesse White",2,4,"Fantasy","Latin","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Adventure","English","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Adventure","English","UK"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Adventure","Mandarin","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Adventure","Mandarin","UK"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Drama","English","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Drama","English","UK"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Drama","Mandarin","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Drama","Mandarin","UK"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Sci","English","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Sci","English","UK"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Sci","Mandarin","USA"
223,"The Martian",2015,144,"Ridley Scott","Drew Goddard ",80,8,NA,202313768,"20th Century Fox","Matt Damon","Jessica Chastain","Kristen Wiig","Jeff Daniels",34,187,"Sci","Mandarin","UK"
224,"The Exorcist",1973,122,"William Friedkin","William Peter Blatty ",82,8,NA,NA,"Warner Bros. Pictures","Ellen Burstyn","Max von Sydow","Lee J. Cobb","Kitty Winn",16,15,"Horror","English","USA"
224,"The Exorcist",1973,122,"William Friedkin","William Peter Blatty ",82,8,NA,NA,"Warner Bros. Pictures","Ellen Burstyn","Max von Sydow","Lee J. Cobb","Kitty Winn",16,15,"Horror","Latin","USA"
224,"The Exorcist",1973,122,"William Friedkin","William Peter Blatty ",82,8,NA,NA,"Warner Bros. Pictures","Ellen Burstyn","Max von Sydow","Lee J. Cobb","Kitty Winn",16,15,"Horror","Greek","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Action","English","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Action","Spanish","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Drama","English","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Drama","Spanish","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Western","English","USA"
225,"Rio Bravo",1959,141,"Howard Hawks","Jules Furthman ",NA,8,NA,NA,"Xenon","John Wayne","Dean Martin","Ricky Nelson","Angie Dickinson",2,4,"Western","Spanish","USA"
226,"The Philadelphia Story",1940,112,"George Cukor","Donald Ogden Stewart ",NA,8,NA,NA,"MGM","Cary Grant","Katharine Hepburn","James Stewart","Ruth Hussey",5,5,"Comedy","English","USA"
226,"The Philadelphia Story",1940,112,"George Cukor","Donald Ogden Stewart ",NA,8,NA,NA,"MGM","Cary Grant","Katharine Hepburn","James Stewart","Ruth Hussey",5,5,"Comedy","French","USA"
226,"The Philadelphia Story",1940,112,"George Cukor","Donald Ogden Stewart ",NA,8,NA,NA,"MGM","Cary Grant","Katharine Hepburn","James Stewart","Ruth Hussey",5,5,"Romance","English","USA"
226,"The Philadelphia Story",1940,112,"George Cukor","Donald Ogden Stewart ",NA,8,NA,NA,"MGM","Cary Grant","Katharine Hepburn","James Stewart","Ruth Hussey",5,5,"Romance","French","USA"
227,"Rope",1948,80,"Alfred Hitchcock","Hume Cronyn ",NA,8,NA,NA,"Warner Bros. Pictures","John Dall","Farley Granger","Edith Evanson","Douglas Dick",0,3,"Crime","English","USA"
227,"Rope",1948,80,"Alfred Hitchcock","Hume Cronyn ",NA,8,NA,NA,"Warner Bros. Pictures","John Dall","Farley Granger","Edith Evanson","Douglas Dick",0,3,"Drama","English","USA"
227,"Rope",1948,80,"Alfred Hitchcock","Hume Cronyn ",NA,8,NA,NA,"Warner Bros. Pictures","John Dall","Farley Granger","Edith Evanson","Douglas Dick",0,3,"Thriller","English","USA"
228,"The Big Sleep",1946,114,"Howard Hawks","William Faulkner ",NA,8,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Lauren Bacall","John Ridgely","Martha Vickers",2,0,"Crime","English","USA"
228,"The Big Sleep",1946,114,"Howard Hawks","William Faulkner ",NA,8,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Lauren Bacall","John Ridgely","Martha Vickers",2,0,"Film","English","USA"
228,"The Big Sleep",1946,114,"Howard Hawks","William Faulkner ",NA,8,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Lauren Bacall","John Ridgely","Martha Vickers",2,0,"Noir","English","USA"
229,"Pink Floyd: The Wall",1982,95,"Alan Parker","Roger Waters ",NA,8,NA,NA,"United Artists","Bob Geldof","Christine Hargreaves","James Laurenson","Eleanor David",3,1,"Animation","English","UK"
229,"Pink Floyd: The Wall",1982,95,"Alan Parker","Roger Waters ",NA,8,NA,NA,"United Artists","Bob Geldof","Christine Hargreaves","James Laurenson","Eleanor David",3,1,"Drama","English","UK"
229,"Pink Floyd: The Wall",1982,95,"Alan Parker","Roger Waters ",NA,8,NA,NA,"United Artists","Bob Geldof","Christine Hargreaves","James Laurenson","Eleanor David",3,1,"Fantasy","English","UK"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Biography","English","UK"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Biography","English","USA"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Biography","English","Australia"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Drama","English","UK"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Drama","English","USA"
230,"The King's Speech",2010,118,"Tom Hooper","David Seidler ",88,8,NA,138300000,"The Weinstein Company","Colin Firth","Helena Bonham Carter","Derek Jacobi","Robert Portal",107,194,"Drama","English","Australia"
231,"A Christmas Story",1983,94,"Bob Clark","Jean Shepherd ",77,8,NA,NA,"MGM","Melinda Dillon","Darren McGavin","Peter Billingsley","Scott Schwartz",3,11,"Comedy","English","USA"
231,"A Christmas Story",1983,94,"Bob Clark","Jean Shepherd ",77,8,NA,NA,"MGM","Melinda Dillon","Darren McGavin","Peter Billingsley","Scott Schwartz",3,11,"Comedy","English","Canada"
231,"A Christmas Story",1983,94,"Bob Clark","Jean Shepherd ",77,8,NA,NA,"MGM","Melinda Dillon","Darren McGavin","Peter Billingsley","Scott Schwartz",3,11,"Family","English","USA"
231,"A Christmas Story",1983,94,"Bob Clark","Jean Shepherd ",77,8,NA,NA,"MGM","Melinda Dillon","Darren McGavin","Peter Billingsley","Scott Schwartz",3,11,"Family","English","Canada"
232,"The Graduate",1967,106,"Mike Nichols","Calder Willingham ",77,8,NA,NA,"Embassy Pictures/Rialto Pictures","Anne Bancroft","Dustin Hoffman","Katharine Ross","William Daniels",21,16,"Comedy","English","USA"
232,"The Graduate",1967,106,"Mike Nichols","Calder Willingham ",77,8,NA,NA,"Embassy Pictures/Rialto Pictures","Anne Bancroft","Dustin Hoffman","Katharine Ross","William Daniels",21,16,"Drama","English","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Drama","English","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Drama","English","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Drama","Spanish","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Drama","Spanish","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"History","English","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"History","English","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"History","Spanish","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"History","Spanish","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Thriller","English","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Thriller","English","USA"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Thriller","Spanish","France"
233,"JFK",1991,189,"Oliver Stone","Oliver Stone ",72,8,NA,NA,"Warner Bros.","Sally Kirkland","Anthony Ramirez","Ray LePere","Steve Reed",19,25,"Thriller","Spanish","USA"
234,"Sling Blade",1996,135,"Billy Bob Thornton","Billy Bob Thornton ",84,8,NA,NA,"Miramax Films","Billy Bob Thornton","Dwight Yoakam","J.T. Walsh","John Ritter",14,15,"Drama","English","USA"
235,"Blood Diamond",2006,143,"Edward Zwick","Charles Leavitt ",64,8,NA,57300000,"Warner Bros. Pictures","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","Kagiso Kuypers",8,31,"Adventure","English","Germany"
